id,client_id,product_id,quantity,date
13106,95753,80,4,2019-10-24
13107,64913,95,1,2019-10-24
13108,54646,39,4,2019-10-24
13109,7233,84,1,2019-10-24
13110,78211,121,3,2019-10-24
13111,54767,65,4,2019-10-24
13112,81589,184,3,2019-10-24
13113,48543,40,4,2019-10-24
13114,5914,174,1,2019-10-24
13115,93450,135,4,2019-10-24
13116,10568,45,3,2019-10-25
13117,38380,22,3,2019-10-25
13118,74969,135,1,2019-10-25
13119,320,122,3,2019-10-25
13120,90006,52,1,2019-10-25
13121,92027,100,2,2019-10-25
13122,86121,68,3,2019-10-25
13123,4792,198,2,2019-10-25
13124,97273,67,2,2019-10-25
13125,330,3,4,2019-10-25
13126,74388,58,2,2019-10-25
13127,61033,120,4,2019-10-25
13128,44079,195,3,2019-10-25
13129,88663,100,1,2019-10-25
13130,21301,182,1,2019-10-25
13131,75701,9,4,2019-10-25
13132,50946,182,4,2019-10-25
13133,55610,179,2,2019-10-25
13134,60563,16,4,2019-10-25
13135,90046,12,2,2019-10-26
13136,61902,102,2,2019-10-26
13137,5704,148,4,2019-10-26
13138,92646,181,2,2019-10-26
13139,63116,31,3,2019-10-26
13140,88091,21,3,2019-10-26
13141,27677,131,4,2019-10-26
13142,61711,21,2,2019-10-26
13143,60078,92,4,2019-10-26
13144,89341,28,3,2019-10-26
13145,45441,133,2,2019-10-26
13146,36924,71,4,2019-10-26
13147,29803,197,1,2019-10-26
13148,90332,73,2,2019-10-26
13149,62905,175,3,2019-10-26
13150,60163,148,1,2019-10-26
13151,65170,166,3,2019-10-26
13152,68148,116,3,2019-10-26
13153,22076,165,4,2019-10-26
13154,82016,58,3,2019-10-26
13155,74717,145,1,2019-10-27
13156,9305,42,4,2019-10-27
13157,59623,97,4,2019-10-27
13158,54216,160,2,2019-10-27
13159,80147,62,1,2019-10-27
13160,73974,96,1,2019-10-27
13161,12522,112,3,2019-10-27
13162,24029,120,4,2019-10-27
13163,39329,87,1,2019-10-27
13164,27302,149,1,2019-10-27
13165,38016,161,3,2019-10-27
13166,87277,195,2,2019-10-27
13167,36846,134,1,2019-10-27
13168,86819,113,3,2019-10-27
13169,76395,92,2,2019-10-27
13170,44160,66,2,2019-10-27
13171,43715,32,2,2019-10-27
13172,80723,64,2,2019-10-27
13173,99722,154,1,2019-10-27
13174,96731,190,1,2019-10-27
13175,25231,5,3,2019-10-28
13176,92555,139,1,2019-10-28
13177,49263,128,1,2019-10-28
13178,90202,74,1,2019-10-28
13179,41723,177,2,2019-10-28
13180,46360,92,1,2019-10-28
13181,62797,190,4,2019-10-28
13182,40160,60,3,2019-10-28
13183,87053,2,1,2019-10-28
13184,90210,89,4,2019-10-28
13185,5240,187,4,2019-10-28
13186,91952,107,2,2019-10-28
13187,50887,115,3,2019-10-28
13188,27196,76,2,2019-10-28
13189,94860,153,4,2019-10-28
13190,96300,196,1,2019-10-28
13191,34675,170,4,2019-10-28
13192,18106,76,3,2019-10-28
13193,29740,199,4,2019-10-28
13194,31970,183,4,2019-10-28
13195,14498,166,2,2019-10-29
13196,1817,171,4,2019-10-29
13197,92020,198,2,2019-10-29
13198,59255,181,2,2019-10-29
13199,87696,128,1,2019-10-29
13200,69386,21,4,2019-10-29
13201,87149,148,1,2019-10-29
13202,33827,19,3,2019-10-29
13203,63366,161,2,2019-10-29
13204,84243,63,2,2019-10-29
13205,50101,196,3,2019-10-29
13206,90100,188,2,2019-10-29
13207,4360,19,1,2019-10-29
13208,96206,113,1,2019-10-29
13209,12810,156,3,2019-10-29
13210,64451,22,4,2019-10-29
13211,38429,51,2,2019-10-29
13212,94991,88,4,2019-10-29
13213,72791,123,1,2019-10-29
13214,90322,63,1,2019-10-29
13215,2094,62,2,2019-10-30
13216,44499,157,3,2019-10-30
13217,40986,74,1,2019-10-30
13218,32010,32,4,2019-10-30
13219,82095,153,1,2019-10-30
13220,17719,144,2,2019-10-30
13221,16706,15,3,2019-10-30
13222,87619,187,1,2019-10-30
13223,62599,48,2,2019-10-30
13224,77879,18,1,2019-10-30
13225,12240,23,1,2019-10-30
13226,46623,55,4,2019-10-30
13227,46666,42,1,2019-10-30
13228,32275,131,1,2019-10-30
13229,11420,199,3,2019-10-30
13230,15004,103,4,2019-10-30
13231,30867,52,3,2019-10-30
13232,21989,11,2,2019-10-30
13233,55895,55,1,2019-10-30
13234,90445,88,4,2019-10-31
13235,5675,114,3,2019-10-31
13236,70539,25,3,2019-10-31
13237,93104,92,2,2019-10-31
13238,66447,87,2,2019-10-31
13239,29073,81,2,2019-10-31
13240,33718,169,3,2019-10-31
13241,87346,165,1,2019-10-31
13242,26652,183,2,2019-10-31
13243,44292,9,3,2019-10-31
13244,63351,99,2,2019-10-31
13245,82021,36,1,2019-10-31
13246,4647,57,2,2019-10-31
13247,39714,63,4,2019-10-31
13248,67937,82,3,2019-10-31
13249,44332,20,3,2019-10-31
13250,22186,47,2,2019-10-31
13251,84264,20,2,2019-10-31
13252,98657,6,1,2019-10-31
13253,52108,73,2,2019-10-31
13254,66555,107,2,2019-11-01
13255,17564,93,1,2019-11-01
13256,70730,29,4,2019-11-01
13257,15702,100,1,2019-11-01
13258,69073,111,1,2019-11-01
13259,48218,121,1,2019-11-01
13260,44611,49,3,2019-11-01
13261,84423,108,2,2019-11-01
13262,50132,134,4,2019-11-01
13263,29411,39,3,2019-11-01
13264,99281,32,2,2019-11-01
13265,58716,177,3,2019-11-01
13266,38666,43,3,2019-11-01
13267,15958,108,2,2019-11-01
13268,48128,28,4,2019-11-01
13269,63590,45,3,2019-11-01
13270,46009,65,1,2019-11-01
13271,61921,50,3,2019-11-01
13272,32876,54,3,2019-11-01
13273,1627,51,2,2019-11-01
13274,90816,43,3,2019-11-02
13275,63823,64,4,2019-11-02
13276,71766,30,3,2019-11-02
13277,72414,170,3,2019-11-02
13278,33643,166,3,2019-11-02
13279,38312,87,3,2019-11-02
13280,32357,66,2,2019-11-02
13281,3810,69,1,2019-11-02
13282,43372,15,1,2019-11-02
13283,34876,189,2,2019-11-02
13284,9466,110,3,2019-11-02
13285,66096,134,3,2019-11-02
13286,73845,24,2,2019-11-02
13287,65251,121,1,2019-11-02
13288,86890,85,4,2019-11-02
13289,15251,142,3,2019-11-02
13290,46024,140,2,2019-11-02
13291,46625,183,3,2019-11-02
13292,16428,68,1,2019-11-02
13293,33277,122,3,2019-11-02
13294,71644,44,1,2019-11-03
13295,79013,85,4,2019-11-03
13296,3440,179,4,2019-11-03
13297,85849,166,3,2019-11-03
13298,87332,41,2,2019-11-03
13299,78673,122,1,2019-11-03
13300,79704,44,3,2019-11-03
13301,17301,75,1,2019-11-03
13302,60290,92,2,2019-11-03
13303,17183,16,3,2019-11-03
13304,70508,178,2,2019-11-03
13305,50913,166,1,2019-11-03
13306,26910,86,3,2019-11-03
13307,19660,133,2,2019-11-03
13308,31404,137,4,2019-11-03
13309,33587,77,1,2019-11-03
13310,10361,39,3,2019-11-03
13311,21425,87,4,2019-11-03
13312,98036,155,2,2019-11-03
13313,48792,160,4,2019-11-03
13314,3066,64,1,2019-11-04
13315,68796,161,3,2019-11-04
13316,12301,106,4,2019-11-04
13317,33371,90,2,2019-11-04
13318,69832,146,4,2019-11-04
13319,27210,67,3,2019-11-04
13320,20928,5,4,2019-11-04
13321,34580,59,3,2019-11-04
13322,9033,76,2,2019-11-04
13323,93255,4,3,2019-11-04
13324,78414,16,2,2019-11-04
13325,40732,75,4,2019-11-04
13326,92203,100,3,2019-11-04
13327,53768,121,1,2019-11-04
13328,72303,176,2,2019-11-04
13329,49955,66,4,2019-11-04
13330,88366,136,4,2019-11-04
13331,85758,172,2,2019-11-04
13332,25103,21,1,2019-11-04
13333,34434,26,2,2019-11-04
13334,15933,163,3,2019-11-05
13335,25715,143,4,2019-11-05
13336,57804,168,2,2019-11-05
13337,39744,30,3,2019-11-05
13338,2553,66,4,2019-11-05
13339,56628,80,4,2019-11-05
13340,45988,13,3,2019-11-05
13341,79811,1,2,2019-11-05
13342,45381,171,2,2019-11-05
13343,29251,156,4,2019-11-05
13344,68345,129,2,2019-11-05
13345,64687,168,1,2019-11-05
13346,45029,162,2,2019-11-05
13347,15296,141,2,2019-11-05
13348,55249,61,4,2019-11-05
13349,80206,117,4,2019-11-05
13350,10524,66,3,2019-11-05
13351,45531,123,4,2019-11-05
13352,13770,4,2,2019-11-05
13353,63043,141,1,2019-11-06
13354,44646,36,3,2019-11-06
13355,90744,96,4,2019-11-06
13356,62143,189,3,2019-11-06
13357,25558,186,2,2019-11-06
13358,79783,85,3,2019-11-06
13359,78383,143,4,2019-11-06
13360,37086,90,3,2019-11-06
13361,50709,85,2,2019-11-06
13362,51358,12,4,2019-11-06
13363,13471,76,2,2019-11-06
13364,78713,69,4,2019-11-06
13365,79083,189,4,2019-11-06
13366,6806,42,1,2019-11-06
13367,82325,160,1,2019-11-06
13368,94885,130,4,2019-11-06
13369,62029,8,2,2019-11-06
13370,50773,54,3,2019-11-06
13371,52105,136,4,2019-11-06
13372,73617,88,1,2019-11-06
13373,89301,141,1,2019-11-07
13374,6631,29,2,2019-11-07
13375,98870,13,4,2019-11-07
13376,15702,58,3,2019-11-07
13377,14860,63,1,2019-11-07
13378,21184,87,2,2019-11-07
13379,40439,175,4,2019-11-07
13380,97286,87,2,2019-11-07
13381,97424,74,4,2019-11-07
13382,42245,38,3,2019-11-07
13383,74313,69,2,2019-11-07
13384,15022,69,2,2019-11-07
13385,69864,168,2,2019-11-07
13386,55566,129,4,2019-11-07
13387,48044,130,1,2019-11-07
13388,73151,113,4,2019-11-07
13389,64362,29,3,2019-11-07
13390,1246,122,4,2019-11-07
13391,41012,7,2,2019-11-07
13392,10356,185,2,2019-11-07
13393,98842,55,3,2019-11-08
13394,48693,164,1,2019-11-08
13395,49005,7,3,2019-11-08
13396,29715,92,1,2019-11-08
13397,17199,10,2,2019-11-08
13398,66952,80,3,2019-11-08
13399,1653,74,1,2019-11-08
13400,43626,167,3,2019-11-08
13401,85983,58,2,2019-11-08
13402,18741,90,4,2019-11-08
13403,3811,98,4,2019-11-08
13404,16570,40,1,2019-11-08
13405,99856,142,2,2019-11-08
13406,79121,129,3,2019-11-08
13407,26784,145,2,2019-11-08
13408,99066,49,3,2019-11-08
13409,78048,86,3,2019-11-08
13410,9472,144,4,2019-11-08
13411,6164,135,2,2019-11-08
13412,63088,143,1,2019-11-08
13413,62072,115,3,2019-11-09
13414,16066,21,3,2019-11-09
13415,83457,66,1,2019-11-09
13416,48349,187,1,2019-11-09
13417,19155,176,1,2019-11-09
13418,20230,89,2,2019-11-09
13419,52588,178,1,2019-11-09
13420,49714,138,3,2019-11-09
13421,26998,52,4,2019-11-09
13422,21102,196,4,2019-11-09
13423,40392,158,4,2019-11-09
13424,75864,34,4,2019-11-09
13425,72724,94,3,2019-11-09
13426,95222,86,2,2019-11-09
13427,59406,65,2,2019-11-09
13428,34949,60,3,2019-11-09
13429,53032,136,4,2019-11-09
13430,37922,75,3,2019-11-09
13431,72572,193,4,2019-11-09
13432,77008,69,4,2019-11-09
13433,28461,185,3,2019-11-10
13434,21072,45,2,2019-11-10
13435,66119,49,3,2019-11-10
13436,48283,62,3,2019-11-10
13437,91726,167,4,2019-11-10
13438,58446,149,2,2019-11-10
13439,81068,121,3,2019-11-10
13440,82209,53,3,2019-11-10
13441,54817,173,1,2019-11-10
13442,85780,97,3,2019-11-10
13443,3061,121,1,2019-11-10
13444,13732,156,4,2019-11-10
13445,77831,53,2,2019-11-10
13446,20720,9,2,2019-11-10
13447,47043,75,1,2019-11-10
13448,49117,104,3,2019-11-10
13449,26326,93,4,2019-11-10
13450,22598,124,1,2019-11-10
13451,67440,122,2,2019-11-10
13452,14552,199,4,2019-11-11
13453,93288,61,4,2019-11-11
13454,24279,155,3,2019-11-11
13455,91190,124,4,2019-11-11
13456,15142,150,3,2019-11-11
13457,67914,95,2,2019-11-11
13458,33616,30,1,2019-11-11
13459,62752,92,1,2019-11-11
13460,27453,84,2,2019-11-11
13461,22726,15,3,2019-11-11
13462,50392,143,4,2019-11-11
13463,75061,53,4,2019-11-11
13464,11699,23,2,2019-11-11
13465,86712,70,3,2019-11-11
13466,77851,109,1,2019-11-11
13467,2366,144,1,2019-11-11
13468,97554,87,1,2019-11-11
13469,97663,193,1,2019-11-11
13470,43373,173,2,2019-11-11
13471,44135,7,1,2019-11-11
13472,37824,173,2,2019-11-12
13473,71159,39,2,2019-11-12
13474,96077,104,4,2019-11-12
13475,1950,50,2,2019-11-12
13476,49397,177,4,2019-11-12
13477,31913,48,3,2019-11-12
13478,56948,49,1,2019-11-12
13479,97698,168,3,2019-11-12
13480,44388,167,3,2019-11-12
13481,63966,185,4,2019-11-12
13482,16509,82,4,2019-11-12
13483,45593,63,4,2019-11-12
13484,1920,184,2,2019-11-12
13485,42596,130,1,2019-11-12
13486,9618,112,4,2019-11-12
13487,75269,154,4,2019-11-12
13488,33299,96,2,2019-11-12
13489,6930,151,1,2019-11-12
13490,14457,121,3,2019-11-12
13491,86677,18,4,2019-11-12
13492,83722,88,3,2019-11-13
13493,37925,68,2,2019-11-13
13494,24241,60,1,2019-11-13
13495,87382,130,4,2019-11-13
13496,9229,94,2,2019-11-13
13497,21687,49,2,2019-11-13
13498,11921,166,3,2019-11-13
13499,7433,159,2,2019-11-13
13500,63576,168,2,2019-11-13
13501,71726,80,1,2019-11-13
13502,93576,127,1,2019-11-13
13503,33911,53,1,2019-11-13
13504,30227,64,2,2019-11-13
13505,73151,33,4,2019-11-13
13506,59100,58,1,2019-11-13
13507,86761,50,4,2019-11-13
13508,18014,64,2,2019-11-13
13509,21447,131,1,2019-11-13
13510,70376,125,4,2019-11-13
13511,62510,61,1,2019-11-13
13512,95740,124,1,2019-11-14
13513,558,138,4,2019-11-14
13514,30667,66,4,2019-11-14
13515,37390,179,4,2019-11-14
13516,47701,30,2,2019-11-14
13517,99144,25,3,2019-11-14
13518,24579,171,3,2019-11-14
13519,74780,120,2,2019-11-14
13520,9597,88,4,2019-11-14
13521,57501,192,4,2019-11-14
13522,72535,187,2,2019-11-14
13523,10130,190,3,2019-11-14
13524,63395,10,2,2019-11-14
13525,66047,192,4,2019-11-14
13526,11597,94,4,2019-11-14
13527,65356,126,1,2019-11-14
13528,12975,188,3,2019-11-14
13529,66674,99,4,2019-11-14
13530,93434,88,2,2019-11-14
13531,70203,20,2,2019-11-14
13532,74443,117,3,2019-11-15
13533,21819,103,2,2019-11-15
13534,43247,177,3,2019-11-15
13535,55599,99,2,2019-11-15
13536,2655,123,2,2019-11-15
13537,33759,74,4,2019-11-15
13538,24205,155,3,2019-11-15
13539,34929,51,4,2019-11-15
13540,53610,185,3,2019-11-15
13541,30553,79,4,2019-11-15
13542,10337,165,4,2019-11-15
13543,47038,3,1,2019-11-15
13544,16207,157,4,2019-11-15
13545,34832,196,4,2019-11-15
13546,43564,175,2,2019-11-15
13547,18362,80,2,2019-11-15
13548,41336,69,3,2019-11-15
13549,74470,21,1,2019-11-15
13550,25817,42,3,2019-11-15
13551,15620,118,2,2019-11-16
13552,92480,21,3,2019-11-16
13553,26820,130,2,2019-11-16
13554,11742,197,2,2019-11-16
13555,8799,135,3,2019-11-16
13556,25144,35,2,2019-11-16
13557,49696,30,2,2019-11-16
13558,32748,172,1,2019-11-16
13559,99188,174,1,2019-11-16
13560,21183,55,2,2019-11-16
13561,9416,1,2,2019-11-16
13562,11086,125,4,2019-11-16
13563,15009,182,4,2019-11-16
13564,87639,111,2,2019-11-16
13565,18453,129,1,2019-11-16
13566,64076,63,2,2019-11-16
13567,8121,183,1,2019-11-16
13568,64386,86,1,2019-11-16
13569,73357,77,4,2019-11-16
13570,18171,122,2,2019-11-16
13571,16260,155,1,2019-11-17
13572,22100,15,2,2019-11-17
13573,9650,127,3,2019-11-17
13574,95792,137,3,2019-11-17
13575,59259,69,4,2019-11-17
13576,41038,59,3,2019-11-17
13577,11806,151,3,2019-11-17
13578,43148,108,2,2019-11-17
13579,74281,113,4,2019-11-17
13580,46054,107,4,2019-11-17
13581,97842,139,3,2019-11-17
13582,91394,24,2,2019-11-17
13583,76216,72,2,2019-11-17
13584,95366,111,4,2019-11-17
13585,10986,182,2,2019-11-17
13586,93824,106,2,2019-11-17
13587,12392,159,4,2019-11-17
13588,4862,150,2,2019-11-17
13589,63583,14,1,2019-11-17
13590,51929,5,4,2019-11-17
13591,34365,127,3,2019-11-18
13592,82400,17,1,2019-11-18
13593,97036,82,1,2019-11-18
13594,93331,71,4,2019-11-18
13595,42924,90,3,2019-11-18
13596,7920,172,4,2019-11-18
13597,55897,79,2,2019-11-18
13598,85819,93,4,2019-11-18
13599,47397,177,2,2019-11-18
13600,34841,65,3,2019-11-18
13601,42256,132,4,2019-11-18
13602,71161,9,3,2019-11-18
13603,99243,36,3,2019-11-18
13604,8177,179,1,2019-11-18
13605,33530,122,4,2019-11-18
13606,56407,160,4,2019-11-18
13607,12942,88,1,2019-11-18
13608,1670,121,3,2019-11-18
13609,85783,146,4,2019-11-18
13610,44860,143,3,2019-11-18
13611,55787,20,3,2019-11-19
13612,51084,58,4,2019-11-19
13613,40077,40,3,2019-11-19
13614,20324,66,1,2019-11-19
13615,99431,89,3,2019-11-19
13616,6022,141,3,2019-11-19
13617,39808,13,4,2019-11-19
13618,50356,62,3,2019-11-19
13619,44733,156,3,2019-11-19
13620,8712,46,4,2019-11-19
13621,63080,143,2,2019-11-19
13622,7905,93,2,2019-11-19
13623,64034,172,3,2019-11-19
13624,86479,23,1,2019-11-19
13625,89788,101,4,2019-11-19
13626,55097,67,4,2019-11-19
13627,90595,114,2,2019-11-19
13628,3094,66,1,2019-11-19
13629,24919,50,2,2019-11-19
13630,72744,141,2,2019-11-19
13631,62637,2,3,2019-11-20
13632,58807,34,4,2019-11-20
13633,9395,40,3,2019-11-20
13634,92511,69,3,2019-11-20
13635,93709,189,1,2019-11-20
13636,97820,153,4,2019-11-20
13637,13281,77,1,2019-11-20
13638,36304,191,1,2019-11-20
13639,27454,28,3,2019-11-20
13640,60696,113,2,2019-11-20
13641,68450,56,4,2019-11-20
13642,25766,112,2,2019-11-20
13643,2341,154,4,2019-11-20
13644,91716,155,2,2019-11-20
13645,93410,26,3,2019-11-20
13646,38058,15,4,2019-11-20
13647,598,50,2,2019-11-20
13648,57989,134,2,2019-11-20
13649,94656,68,4,2019-11-20
13650,15026,132,1,2019-11-21
13651,7146,158,1,2019-11-21
13652,55798,77,4,2019-11-21
13653,41724,9,3,2019-11-21
13654,73231,170,4,2019-11-21
13655,4831,14,4,2019-11-21
13656,23931,40,2,2019-11-21
13657,23753,131,3,2019-11-21
13658,76026,169,1,2019-11-21
13659,98229,33,2,2019-11-21
13660,81305,79,2,2019-11-21
13661,62041,60,1,2019-11-21
13662,67697,64,2,2019-11-21
13663,64649,62,3,2019-11-21
13664,55031,79,2,2019-11-21
13665,56816,135,1,2019-11-21
13666,85670,76,1,2019-11-21
13667,35691,50,3,2019-11-21
13668,88407,39,3,2019-11-21
13669,90033,199,4,2019-11-21
13670,57924,175,4,2019-11-22
13671,36573,105,1,2019-11-22
13672,54031,70,3,2019-11-22
13673,67905,26,1,2019-11-22
13674,29204,58,3,2019-11-22
13675,77089,73,1,2019-11-22
13676,5609,179,3,2019-11-22
13677,45668,52,3,2019-11-22
13678,55548,144,4,2019-11-22
13679,22486,48,4,2019-11-22
13680,9863,27,4,2019-11-22
13681,75949,161,3,2019-11-22
13682,86891,151,3,2019-11-22
13683,71881,173,4,2019-11-22
13684,57561,100,4,2019-11-22
13685,83530,22,2,2019-11-22
13686,94219,42,1,2019-11-22
13687,28416,109,4,2019-11-22
13688,64524,33,1,2019-11-22
13689,19324,109,2,2019-11-22
13690,53215,138,3,2019-11-23
13691,17998,47,3,2019-11-23
13692,57004,96,1,2019-11-23
13693,3680,125,1,2019-11-23
13694,95026,79,1,2019-11-23
13695,40309,39,2,2019-11-23
13696,75025,122,1,2019-11-23
13697,39843,46,4,2019-11-23
13698,65409,72,4,2019-11-23
13699,69533,51,2,2019-11-23
13700,53939,25,2,2019-11-23
13701,5696,82,1,2019-11-23
13702,95741,143,1,2019-11-23
13703,58500,58,1,2019-11-23
13704,23383,187,3,2019-11-23
13705,14236,26,3,2019-11-23
13706,62224,41,4,2019-11-23
13707,2367,44,3,2019-11-23
13708,27468,85,1,2019-11-23
13709,59317,22,2,2019-11-23
13710,6765,110,2,2019-11-24
13711,90897,37,4,2019-11-24
13712,61837,118,3,2019-11-24
13713,31924,101,2,2019-11-24
13714,95712,142,3,2019-11-24
13715,16293,4,2,2019-11-24
13716,1615,24,1,2019-11-24
13717,20940,194,1,2019-11-24
13718,18801,191,2,2019-11-24
13719,56441,65,3,2019-11-24
13720,23247,66,1,2019-11-24
13721,52806,13,2,2019-11-24
13722,49649,27,3,2019-11-24
13723,56852,116,2,2019-11-24
13724,31689,81,3,2019-11-24
13725,93499,121,2,2019-11-24
13726,29765,109,2,2019-11-24
13727,32471,145,1,2019-11-24
13728,38502,69,4,2019-11-24
13729,57208,57,3,2019-11-24
13730,62158,72,1,2019-11-25
13731,3217,108,1,2019-11-25
13732,22073,73,4,2019-11-25
13733,93779,18,1,2019-11-25
13734,37133,16,2,2019-11-25
13735,17862,179,4,2019-11-25
13736,64187,96,2,2019-11-25
13737,4961,40,1,2019-11-25
13738,18782,39,3,2019-11-25
13739,31127,56,2,2019-11-25
13740,22579,117,1,2019-11-25
13741,17884,54,4,2019-11-25
13742,29783,172,2,2019-11-25
13743,56388,46,1,2019-11-25
13744,16980,160,2,2019-11-25
13745,33747,176,1,2019-11-25
13746,66267,189,4,2019-11-25
13747,57,194,3,2019-11-25
13748,31458,166,3,2019-11-25
13749,2244,43,3,2019-11-25
13750,55032,4,4,2019-11-26
13751,1702,5,3,2019-11-26
13752,56382,113,4,2019-11-26
13753,50439,58,3,2019-11-26
13754,73840,37,1,2019-11-26
13755,80637,154,4,2019-11-26
13756,66484,9,2,2019-11-26
13757,20506,15,4,2019-11-26
13758,6554,88,1,2019-11-26
13759,33526,99,3,2019-11-26
13760,80403,105,1,2019-11-26
13761,96009,154,1,2019-11-26
13762,44349,191,1,2019-11-26
13763,71188,198,1,2019-11-26
13764,7274,105,3,2019-11-26
13765,64237,27,1,2019-11-26
13766,75570,182,1,2019-11-26
13767,3536,83,4,2019-11-26
13768,18678,159,1,2019-11-26
13769,83025,32,3,2019-11-27
13770,909,130,4,2019-11-27
13771,70154,18,4,2019-11-27
13772,95968,28,1,2019-11-27
13773,88990,71,2,2019-11-27
13774,35080,117,3,2019-11-27
13775,81557,100,3,2019-11-27
13776,49324,88,4,2019-11-27
13777,45321,92,1,2019-11-27
13778,92099,153,3,2019-11-27
13779,89910,39,2,2019-11-27
13780,46106,177,2,2019-11-27
13781,30165,132,2,2019-11-27
13782,1886,52,4,2019-11-27
13783,57820,122,4,2019-11-27
13784,1050,68,3,2019-11-27
13785,53282,57,3,2019-11-27
13786,43272,13,2,2019-11-27
13787,66698,193,3,2019-11-27
13788,66352,63,3,2019-11-27
13789,36535,71,3,2019-11-28
13790,93035,153,3,2019-11-28
13791,58098,23,3,2019-11-28
13792,53814,30,1,2019-11-28
13793,25038,113,4,2019-11-28
13794,36008,189,4,2019-11-28
13795,79479,135,3,2019-11-28
13796,27279,54,1,2019-11-28
13797,8273,109,1,2019-11-28
13798,57184,145,2,2019-11-28
13799,99174,97,3,2019-11-28
13800,38295,60,3,2019-11-28
13801,73278,66,1,2019-11-28
13802,62510,166,1,2019-11-28
13803,4695,141,2,2019-11-28
13804,95843,52,4,2019-11-28
13805,58151,180,1,2019-11-28
13806,67471,32,1,2019-11-28
13807,21557,9,3,2019-11-28
13808,64472,17,3,2019-11-28
13809,49856,126,1,2019-11-29
13810,49087,82,4,2019-11-29
13811,18908,40,2,2019-11-29
13812,71696,104,2,2019-11-29
13813,48488,182,4,2019-11-29
13814,29159,128,3,2019-11-29
13815,20294,182,4,2019-11-29
13816,45762,156,2,2019-11-29
13817,99469,200,1,2019-11-29
13818,33388,178,3,2019-11-29
13819,40751,18,3,2019-11-29
13820,68603,141,4,2019-11-29
13821,21257,161,1,2019-11-29
13822,5595,143,4,2019-11-29
13823,2461,166,4,2019-11-29
13824,72357,6,3,2019-11-29
13825,54699,45,3,2019-11-29
13826,16192,187,4,2019-11-29
13827,84632,98,2,2019-11-29
13828,10530,119,3,2019-11-29
13829,32176,78,4,2019-11-30
13830,17676,48,2,2019-11-30
13831,43159,111,4,2019-11-30
13832,46799,169,2,2019-11-30
13833,70911,83,4,2019-11-30
13834,25977,104,3,2019-11-30
13835,63117,74,4,2019-11-30
13836,78679,55,3,2019-11-30
13837,62822,61,4,2019-11-30
13838,12205,2,1,2019-11-30
13839,55666,116,4,2019-11-30
13840,7395,2,4,2019-11-30
13841,64815,76,3,2019-11-30
13842,33594,10,3,2019-11-30
13843,41965,76,4,2019-11-30
13844,77189,167,3,2019-11-30
13845,99277,2,3,2019-11-30
13846,53366,121,1,2019-11-30
13847,444,65,3,2019-11-30
13848,89440,194,3,2019-11-30
13849,99059,81,4,2019-12-01
13850,28181,180,4,2019-12-01
13851,48792,85,3,2019-12-01
13852,86656,44,4,2019-12-01
13853,75900,34,2,2019-12-01
13854,43666,73,1,2019-12-01
13855,97078,106,4,2019-12-01
13856,3466,173,2,2019-12-01
13857,68248,160,3,2019-12-01
13858,51560,5,3,2019-12-01
13859,25199,110,4,2019-12-01
13860,54741,191,4,2019-12-01
13861,22489,69,1,2019-12-01
13862,38516,54,2,2019-12-01
13863,89145,38,4,2019-12-01
13864,27899,137,2,2019-12-01
13865,1920,61,3,2019-12-01
13866,50071,95,2,2019-12-01
13867,62614,21,2,2019-12-01
13868,96708,36,4,2019-12-02
13869,86136,1,3,2019-12-02
13870,82502,150,3,2019-12-02
13871,47004,143,2,2019-12-02
13872,48479,46,3,2019-12-02
13873,14435,65,1,2019-12-02
13874,46247,6,3,2019-12-02
13875,36650,168,2,2019-12-02
13876,59031,163,2,2019-12-02
13877,53062,81,3,2019-12-02
13878,2000,189,1,2019-12-02
13879,14850,151,3,2019-12-02
13880,76440,148,1,2019-12-02
13881,52801,28,4,2019-12-02
13882,5446,165,1,2019-12-02
13883,18041,135,4,2019-12-02
13884,64316,49,1,2019-12-02
13885,247,24,1,2019-12-02
13886,31154,80,1,2019-12-02
13887,5213,13,4,2019-12-02
13888,3340,92,1,2019-12-03
13889,88679,135,2,2019-12-03
13890,56239,15,1,2019-12-03
13891,19395,87,1,2019-12-03
13892,53872,151,2,2019-12-03
13893,77723,124,1,2019-12-03
13894,34608,69,2,2019-12-03
13895,52056,91,1,2019-12-03
13896,4396,60,4,2019-12-03
13897,15291,10,4,2019-12-03
13898,87688,51,2,2019-12-03
13899,65079,64,4,2019-12-03
13900,3692,106,3,2019-12-03
13901,7471,199,4,2019-12-03
13902,3842,56,4,2019-12-03
13903,63198,160,2,2019-12-03
13904,55774,151,3,2019-12-03
13905,17777,182,2,2019-12-03
13906,71597,91,3,2019-12-03
13907,27585,85,3,2019-12-03
13908,4301,107,2,2019-12-04
13909,3339,198,4,2019-12-04
13910,62602,189,1,2019-12-04
13911,5488,79,3,2019-12-04
13912,36283,109,2,2019-12-04
13913,95066,102,4,2019-12-04
13914,95799,148,3,2019-12-04
13915,76817,181,2,2019-12-04
13916,28805,143,3,2019-12-04
13917,9916,29,2,2019-12-04
13918,11159,70,1,2019-12-04
13919,74158,80,3,2019-12-04
13920,10548,65,1,2019-12-04
13921,88714,190,2,2019-12-04
13922,2460,198,1,2019-12-04
13923,28769,16,1,2019-12-04
13924,63147,54,2,2019-12-04
13925,50871,97,2,2019-12-04
13926,50461,7,1,2019-12-04
13927,82971,60,2,2019-12-04
13928,60818,10,4,2019-12-05
